,DOLocationID,TrainAccu,ValAccu,TestAccu,TrainCount,ValCount,TestCount
248,249,0.5970961887477314,0.6106194690265486,0.6039603960396039,1102,226,202
249,250,0.8666666666666667,0.3333333333333333,0.0,30,3,4
250,251,-2.0,-2.0,-2.0,0,0,0
251,252,0.6132075471698113,0.5079365079365079,0.5769230769230769,318,63,52
252,253,-2.0,-2.0,-2.0,0,0,0
253,254,0.875,0.6666666666666666,0.75,24,3,4
254,255,0.5629562043795621,0.42290748898678415,0.463302752293578,1096,227,218
255,256,0.8185219831618334,0.7912621359223301,0.7677725118483413,1069,206,211
256,257,0.8958944281524927,0.8343949044585988,0.8625954198473282,682,157,131
257,258,0.5752895752895753,0.5535714285714286,0.5794392523364486,518,112,107
258,259,0.6578947368421053,0.2,0.4,38,5,5
259,260,0.5495179666958808,0.49130434782608695,0.452914798206278,1141,230,223
260,261,0.5129151291512916,0.4342105263157895,0.4129353233830846,1084,228,201
261,262,0.7440147329650092,0.7616822429906542,0.7487684729064039,1086,214,203
262,263,0.5551504102096627,0.4788732394366197,0.3886255924170616,1097,213,211
