,DOLocationID,TrainR2,ValR2,TestR2,TrainCount,ValCount,TestCount,TrainMSE,ValMSE,TestMSE,TrainRMSE,ValRMSE,TestRMSE
131,132,0.4653219570306597,0.46290534456307364,0.4862592377081679,19597,4920,4311,96.29576927673847,105.29626194504044,95.5863259945668,9.813040776270038,10.261396685882504,9.776825967284413
132,133,-2.0265012320585094,-1.6630027604324509,-1.2452473014788348,204,56,45,17.131235342710525,17.68013594155666,16.3876319473556,4.138989652404379,4.20477537349579,4.048164021795016
133,134,-0.035780002723957205,-0.1466328441703435,-0.5043614347755903,974,170,187,32.0368145895961,19.09316252269651,19.221351952849567,5.660107294883737,4.369572350092914,4.38421623016584
134,135,-0.004938123641940351,-0.0028944732636269066,-0.0003779250052953209,862,152,123,31.25364759902032,35.311948764335625,27.33634672428318,5.590496185404326,5.942385780503957,5.228417229361404
135,136,-174.1217023694096,,,4,1,0,24.626489395698226,,,4.962508377393254,,
136,137,0.4838074727591991,0.40628034897730836,0.43983133430641874,27085,5414,5003,216.51344912918177,190.70905662808792,162.89202420176883,14.71439598247858,13.80974498780075,12.762915975660453
137,138,0.5535589343885046,0.4876001502900169,0.5100311986108278,26495,5915,5629,179.5742418553701,228.87575915743426,221.6036834615564,13.400531401976941,15.128640360502798,14.886358972615042
138,139,-14.98206794267731,-142.66106611051623,-207.63563685054612,21,3,5,26.990556378735896,21.283120905261665,26.705361516869896,5.1952436303542004,4.6133632964748905,5.167723049551891
139,140,0.614916269986822,0.5835937267162422,0.5984722263015128,29052,5730,5383,277.2543140921542,270.84047943896604,260.8439678525777,16.65095535073451,16.457231827952295,16.15066462572292
140,141,0.5455031285709468,0.49484166452951006,0.5142077893534169,30758,6152,5853,565.4706003635699,543.1846999615113,468.20392339569827,23.779625740611856,23.306323175514223,21.638020320623102
141,142,0.5522191247863595,0.5283702343609216,0.5447524840499248,32741,6653,6265,636.0913861372412,608.8268489634667,501.520983900058,25.220852208782343,24.674416892065892,22.394664183685766
142,143,0.5915836193544447,0.5670649667589287,0.5667763423943121,22043,4367,3979,178.87437077535256,168.97559746759092,144.83354513544572,13.374392351630505,12.999061407178248,12.034680932016673
143,144,0.3933597839018801,0.3281353858484818,0.301001721614396,23550,4815,4435,98.98557090084388,89.43937312074608,74.21433905304953,9.9491492551295,9.45723919126222,8.614774463272358
144,145,-0.009521031515066669,-0.008405924900994899,-0.006685818730741255,8819,1743,1581,97.12932925357102,81.11170181680191,85.2159283922479,9.855421312839498,9.00620351850889,9.231247390913532
145,146,0.10750015243402555,0.07422716932534756,-0.12822938319458954,2622,564,570,38.85472881486772,32.525635952599906,24.4134574837656,6.2333561437533564,5.703125104063552,4.94099762029548
146,147,-12.735568800346833,,-1.47061087642108,6,0,2,10.174495407664319,,1.23530543821054,3.189748486583906,,1.111442953196672
147,148,0.35461848689770414,0.29022167025143086,0.22720075528019523,23716,4996,4408,304.0101000422833,227.8831855658684,232.39886632476012,17.435885410333576,15.09580026251899,15.24463401740954
148,149,-20.469696798373644,,,18,0,0,27.035914486840884,,,5.199607147356508,,
149,150,-0.5267353357423905,-3.3784921132772787,-3.637074563051552,246,36,37,20.160176561973,16.354122259093476,17.92834940532676,4.490008525824088,4.0440230290013774,4.2341881636657055
150,151,0.4466626605373185,0.4296434852108715,0.4397884163401756,16983,3418,3252,187.86680370912723,184.28952045756012,142.55890645026537,13.70645117122325,13.575327637208618,11.939803451073447
151,152,0.2779790311111541,0.23310583731907364,0.049919704806410725,6177,1243,1119,29.80651735462218,29.038340107474628,25.095960395138825,5.45953453644376,5.388723420948103,5.009586848746992
152,153,,,,1,0,0,,,,,,
153,154,,,,0,0,0,,,,,,
154,155,-8.068700492955188,-62.13483925950514,-16.4263857779454,46,8,4,26.384071146312923,24.168805654029313,19.604684000188573,5.13654272310792,4.916177951826938,4.42771769653267
155,156,,,,0,0,0,,,,,,
156,157,-0.026371730304281193,-0.07418150979813465,-0.024667471805552843,1310,260,260,49.338976480477584,30.895067338145154,25.47242468030467,7.0241708749487,5.55833314386113,5.0470213671337545
157,158,0.4045949547651633,0.3293365731111638,0.2501554855065222,24287,5079,4702,127.75262232591852,134.60590855543396,149.80101865188394,11.302770559730854,11.601978648292452,12.239322638605616
158,159,-2.983631216665436,-3.161374723668893,-2.710279249560987,734,98,77,13.629843121432724,12.014064338637876,15.667510786233775,3.6918617419173114,3.4661310331027413,3.9582206591136093
159,160,-0.4602009945976915,-0.9320964590531204,-1.2267716624377636,562,109,107,23.78204975438663,23.188684438172764,19.91588113096357,4.8766842992331,4.815463055426006,4.462721269692246
160,161,0.432375658338625,0.3711325884789648,0.39083979541394254,38493,7703,7433,1462.7653538739744,1445.5451304338912,1527.4055653008352,38.24611553967245,38.020325227881614,39.08203635048761
161,162,0.48785836994211085,0.44548975538640334,0.462179941945033,37353,7555,7274,763.7709085829182,724.2014241928788,771.4165276065584,27.636405493170024,26.910990769439888,27.77438617875395
162,163,0.567175873111216,0.5036456801157543,0.5319347413866553,34536,6964,6630,321.22812028267435,311.18619223536837,307.2844826287305,17.922837952809658,17.640470295186812,17.529531728735098
163,164,0.538542123729814,0.475862961382682,0.4954650270759682,34311,6977,6659,241.6196117246642,218.47733993420792,234.59617506992294,15.544118235675647,14.780978991061719,15.316532736553757
164,165,-3.112425371721378,-87.20361801572852,-125.10947230832598,62,13,7,23.486092219430223,29.869591171461995,26.471959201747726,4.8462451670783455,5.465307966753748,5.145090786540868
165,166,0.5222684139240161,0.4295817556220717,0.2878810477335151,18471,3777,3289,167.97545264110428,181.10723659950744,149.53642110142852,12.960534427295206,13.457608873774994,12.228508539532879
166,167,-6.979488736367608,-6.936588278370038,-6.099265656389337,80,17,5,13.17887372518014,14.525911214960999,10.450119046205103,3.630271852792865,3.8112873435311854,3.2326643881178114
167,168,-0.019054758412309303,-0.03540845960538275,-0.03052013392391051,2648,436,349,18.82452573640058,14.006704283363321,13.143339075038753,4.338723975594735,3.7425531770922538,3.625374335849852
168,169,-5.779249518303288,-121.61311543718912,-11.199124932595252,64,8,9,22.046732644446738,25.1452678142673,17.135670687211984,4.695394833711723,5.014505739778079,4.139525418114012
169,170,0.561248305800705,0.49760141026269555,0.5452241576560686,38581,7698,7477,577.5410385586906,526.2654084872562,503.63113259251975,24.03208352512721,22.940475332635465,22.441727486816156
170,171,-3.218977222104381,-4.173917959387827,-18.652783740829594,232,25,25,20.514996557462272,23.07848871023962,26.141661265241748,4.529348359031602,4.8040075676709355,5.112891673528958
171,172,,,,0,0,0,,,,,,
172,173,-0.017663992330192224,-0.01758065242528639,0.03503822770670706,2246,428,396,94.07583923504592,73.52126941776592,53.16624833768017,9.699270036195813,8.574454467647834,7.291518932134797
173,174,-22.941726012579178,0.0,-79.70300659474917,15,2,2,24.431201299947467,0.0,10.087875824343646,4.9427928643579095,0.0,3.1761416568446132
174,175,-207.63563685054618,,-15.71192463045649,5,0,2,26.705361516869907,,8.355962315228245,5.167723049551892,,2.8906681433931922
175,176,,,,0,0,0,,,,,,
176,177,-5.956469972302659,-25.94562299406389,-21.14978196393187,377,45,33,26.657542732335447,29.74264519325018,28.32253056200009,5.1630942982222825,5.453681801613492,5.3218916338084234
177,178,0.0,,,4,0,0,0.0,,,0.0,,
178,179,0.5227528255184026,0.5068499209370837,0.47724611457339894,4660,894,765,85.6804074558617,63.20187431393675,58.72758715034959,9.256371181832636,7.949960648577875,7.663392665807331
179,180,-12.306373457504169,,,6,0,0,23.717378616384753,,,4.870049139011305,,
180,181,0.5702464857969175,0.5194365424132392,0.5536698743638321,14406,3026,2666,147.08741209284452,176.88430786439628,123.4245101543822,12.127959931202136,13.299786008218188,11.109658417538418
181,182,-10.672632744883737,-2.19198378023236,-27.77615570230251,86,14,10,23.79135570314905,22.804537182097366,24.862598526789373,4.87763833254876,4.7754096350048725,4.986240921454696
182,183,,,,0,0,0,,,,,,
183,184,,,,0,0,0,,,,,,
184,185,-137.71321166379406,,,2,0,1,17.339151457974257,,,4.164030674475664,,
185,186,0.5409155799781551,0.47454633247983724,0.49579835577720854,38427,7933,7580,409.83530133616773,324.13166698871055,348.78189348975934,20.244389379187698,18.003657044853707,18.675703293042524
186,187,,,,0,0,0,,,,,,
187,188,-0.5589145825969062,-0.6080214599138194,-0.9258200262663709,2626,519,398,25.794090468692453,26.437948231699934,23.142922679743332,5.078788287445388,5.1417845376581015,4.810709165990326
188,189,0.022007095234952923,-0.1462182876829372,-0.3378033135624765,4064,848,683,29.998538331753803,26.50127148330458,26.8904670634398,5.477092141981346,5.147938566387966,5.185601899822219
189,190,-0.8394843283380384,-0.32069606102099324,-0.7910119493061509,172,55,46,16.710083273825987,15.167552269577818,18.177383902567463,4.087796872867583,3.8945541811069746,4.263494330073334
190,191,-9.32741895043401,-13.90242708320679,-20.610208595713196,57,14,7,21.760225785051023,19.20371070197493,23.437310780190405,4.66478571694896,4.382203863579938,4.841209640181925
191,192,-7.657873114637374,-22.586280444674923,-10.85429615517382,115,11,8,20.38145448269342,23.391352507115627,17.989820532363396,4.514582426171153,4.836460741814785,4.24144085569555
192,193,0.08494241062774643,0.025644894210053226,-0.031236407594322557,2148,415,405,41.95002030574014,41.096766166761384,35.733167888438786,6.476883533439531,6.410675952406375,5.977722633950055
193,194,-0.07877084457222261,-0.09335067383266793,-1.4726965515487804,150,99,13,45.97355068896947,47.72706536911504,7.779371217253152,6.780379833679635,6.908477789579629,2.7891524191505117
194,195,-0.610453433510024,-0.3954442921091166,-0.5954012707191971,1513,357,293,19.479121228581743,19.83212935503353,19.530260663368107,4.4135157446849265,4.453327896644658,4.4193054503358455
195,196,-0.3092622337468751,-0.49814553405971873,-0.4322212323727115,1202,248,262,22.79487309931479,22.705662529203096,21.21874702892076,4.774397668744696,4.765045910503182,4.606381120676052
196,197,-0.7993235339685447,-1.6864618354762722,-3.62468582017702,770,149,136,21.04783696883851,21.948185836447013,21.689576761127995,4.587792167136444,4.684889095426595,4.6572069699690175
197,198,-0.3856768655630505,-0.8982261997526135,-0.7320459681556208,1286,271,209,30.403833415214464,27.62989861258681,25.761630694255082,5.513967121339632,5.256414996229542,5.075591659526511
198,199,,,,1,0,0,,,,,,
199,200,-39.989266340595755,-105.47713965959927,-8.855889621638799,28,8,2,29.442362958204903,23.29187430053734,11.087875824343648,5.426081731618582,4.826165589838101,3.3298462163204547
200,201,-119.4136227405956,,,2,0,0,15.05170284257445,,,3.879652412597609,,
