,DOLocationID,TrainR2,ValR2,TestR2,TrainCount,ValCount,TestCount,TrainMSE,ValMSE,TestMSE,TrainRMSE,ValRMSE,TestRMSE
0,1,-0.4418736641415488,-0.6596230090075168,-0.9863439931161542,2275,614,551,25.4681065381877,20.084685832071266,19.56578177197062,5.046593557855408,4.481594117283633,4.42332248111876
1,2,,,,1,0,0,,,,,,
2,3,,,,1,0,0,,,,,,
3,4,0.3422345000676298,0.35837687396482665,0.28462883341017187,11601,2239,1992,116.90211474038362,84.1920336184056,69.97414913525743,10.812128131888912,9.175621702010474,8.365055238027866
4,5,,,,0,0,0,,,,,,
5,6,-5.304977727263751,,-2.1960676484987216,11,1,2,18.569130496524348,,6.392135296997443,4.309191397063299,,2.5282672518935656
6,7,0.6762596107161924,0.6539589434731472,0.6292544253835183,16773,3313,3109,213.5027006690191,197.56630734020314,180.43265670309597,14.611731610901533,14.055828233875197,13.432522350738747
7,8,-119.4136227405956,,-0.3326157967231054,2,1,3,15.05170284257445,,16.583663248109755,3.879652412597609,,4.072304414960866
8,9,-36.95936800037715,,,3,0,0,16.87083022238984,,,4.107411620764328,,
9,10,-0.00175264952933607,-0.004025829754419119,-0.016307093336525913,921,185,196,36.95521310660218,36.21868478839314,38.3233238058784,6.079079955602014,6.018196140737949,6.190583478629329
10,11,,,,0,0,0,,,,,,
11,12,-0.7812519620948235,-0.5519369028470276,-1.1689616865974641,592,147,158,18.976675511067835,21.84737292421099,19.079053437961765,4.356222619548711,4.674117341724638,4.367957581978305
12,13,0.2984477041702194,0.2428958524409286,0.26054597912340116,24424,4980,4990,81.91380742202094,78.33161925286848,83.00716452400532,9.050624697888038,8.850515197030537,9.11082677499717
13,14,-1.691083656628722,-1.5476450270575253,-2.843763143990844,1006,236,178,23.265425681814065,21.682924874274704,19.803887413203007,4.823424683957868,4.656492765405601,4.450155886393532
14,15,-119.4136227405956,-20.77378547293665,-174.1217023694096,4,3,4,22.577554263861675,12.902983983962459,24.626489395698226,4.751584395110927,3.5920723801118566,4.962508377393254
15,16,-28.854026160518064,-131.5141203625292,-37.00427073648415,32,13,11,27.904330848521337,28.951651239878927,27.411044257719595,5.282455002034692,5.380673864849916,5.235555773527735
16,17,0.08555884997243102,0.09658262210595481,0.11027985086886449,9229,1929,1638,76.46024614421155,68.50454670807001,50.91263129353451,8.744154970276519,8.27674735074534,7.135308773524416
17,18,-44.95412543984804,,,15,0,0,27.449930929402566,,,5.239268167349574,,
18,19,-18.50058249426015,,,15,0,0,22.32600022453962,,,4.725039706133655,,
19,20,-0.1376821131490762,-0.020385843952186233,-24.639578666918098,29,3,2,20.030743402481388,35.82688074321009,12.819789333459049,4.475571852007449,5.985556009529114,3.580473339302926
20,21,-47.99239044890275,,,2,0,0,6.124048806112844,,,2.474681556506381,,
21,22,-23.48613460329336,,0.0,15,1,2,26.408749616588988,,0.0,5.138944406839696,,0.0
22,23,,,,0,0,0,,,,,,
23,24,0.3436374487224604,0.343236154390428,0.31858249310341924,8100,1637,1434,40.3575779369409,42.079957736135896,34.48451293374971,6.352761441840934,6.486906638463043,5.872351567621758
24,25,-0.024616279617305725,0.030150066917068008,-0.08142910446027818,7110,1546,1334,27.732382475728258,32.630806732740574,25.088516881718235,5.266154429536629,5.712338114357427,5.008843866773872
25,26,-6.274129699777668,-9.259499930544719,-174.1217023694096,55,9,4,24.922184871441416,23.192943601560625,24.626489395698226,4.992212422507822,4.815905273316806,4.962508377393254
26,27,,,,0,0,0,,,,,,
27,28,-0.11936273193879399,-0.18374627067713778,-0.16971135496822254,979,184,202,25.029340852803713,22.145242510188833,22.110271737811992,5.00293322489954,4.7058731931692375,4.702156073314878
28,29,-14.667325272843673,,-174.1217023694096,41,0,4,26.696807649958078,,24.626489395698226,5.166895358913133,,4.962508377393254
29,30,,,,0,0,0,,,,,,
30,31,,,,1,0,0,,,,,,
31,32,,,,0,0,0,,,,,,
32,33,-0.03133696869196689,-0.038537505164658814,-0.05901053110522003,10010,2007,1900,31.80281889620597,33.21763159604137,26.525965232399887,5.63939880627412,5.763473917355866,5.150336419341933
33,34,-15.113696310513326,-9.050614467121934,-0.03586034642030178,33,10,18,24.56445275552111,22.523427020820257,50.38913526029731,4.956253903455826,4.74588527261461,7.098530500061073
34,35,-8.022148120176283,-4.794162171056223,-3.4762131186915965,144,22,19,24.482630512252396,20.70618509889476,22.342561937822644,4.947992573989213,4.550404937903303,4.726791928763381
35,36,0.20374398978275232,0.21093363182281688,0.2777507460145867,3287,703,590,98.50357696143773,91.49554488091016,64.35399878032868,9.9248968237175,9.565330359214478,8.022094413576088
36,37,0.22015511423393763,0.19942253503836171,0.18006800709822113,6244,1280,1051,135.85916521444807,117.17350048899148,104.32428177096381,11.65586398404031,10.824670918276984,10.213925874557923
37,38,-2.101013177328485,-119.4136227405956,,23,2,1,22.18191656523816,15.05170284257445,,4.709768207166692,3.879652412597609,
38,39,-4.562573950160415,-4.325537414125471,-5.607783593080168,164,47,48,26.13099767020337,22.99137649566065,22.350562717142992,5.111848752672889,4.794932376547207,4.727638175362301
39,40,-0.18947857081573072,-0.19300689927284065,-0.03471013813525037,3689,862,762,28.18070516974464,29.27053609435753,42.622975592861046,5.30855019470897,5.410225142668051,6.528627389647922
40,41,0.6041964575096259,0.5685931243714123,0.5973841936776452,17887,3654,3345,159.86715573996506,155.3983879828923,119.57139102984776,12.6438584198007,12.46588897683965,10.934870416692085
41,42,0.6764175674329698,0.6409759384555966,0.6485045039540869,14564,2967,2679,167.356788364828,159.2851019902697,143.10734967728894,12.936645174264772,12.620820178984792,11.962748416534092
42,43,0.6018984184397342,0.5541977042065171,0.5155404828782966,22056,4624,4421,129.25134383903938,166.5296480101738,163.98216827163134,11.368876102721824,12.90463668648497,12.805552243914798
43,44,,,,0,0,0,,,,,,
44,45,-0.34047191169813207,-0.5270944349559374,-0.8974919614393844,4581,955,811,26.59566271121924,24.860885481686044,21.841588028203788,5.157098284037182,4.986069141286154,4.673498478463836
45,46,,,,0,0,0,,,,,,
46,47,-9.383776568978167,,,19,1,1,19.238523493012764,,,4.386174129353822,,
47,48,0.5199318723519701,0.48813762823495166,0.4976923422288403,38095,7752,7251,405.0476109781074,364.51373383390205,333.7613046361911,20.125794666996565,19.092242765948217,18.269135300724855
48,49,0.01581012111833402,0.02060974409292282,0.03119183495286626,9608,2024,1705,70.98628363650596,59.61718078025056,46.158263992988246,8.425335817432202,7.721216275966537,6.793987341244334
49,50,0.5261054766203501,0.4859040704233214,0.5167216728542381,22920,4710,4299,126.50645068769906,102.32767376792678,92.21750659995648,11.247508643592992,10.11571419959692,9.602994668329067
50,51,,,,1,0,0,,,,,,
51,52,-0.6440331700158826,-1.0249553601424957,-0.6394045374645576,1751,367,308,22.486321740308977,21.073407156231408,20.38206291442718,4.741974455889548,4.590578085190514,4.51464981082998
52,53,-1.4720696015293373,-1.2646661371920822,-5.909277273292268,407,58,69,18.084990848578315,19.87245928226761,19.72806470486337,4.252645159024946,4.4578536631733,4.441628609515138
53,54,-1.4575696206584952,-1.7588471888082804,-4.904179759662667,409,75,75,21.0376608969751,18.85651372414496,18.979081179005096,4.5866829950384735,4.342408746783859,4.356498729370307
54,55,-0.040274246775879874,-0.07934120218950658,-0.2240836623426532,88,29,40,381.607971211668,606.4186648482784,708.8087048886692,19.53478874243763,24.625569330439415,26.623461549705915
55,56,0.029023955751487862,0.06237493440980568,0.056732803661722064,2161,403,391,97.56061708963264,71.23324327666062,75.51862047830603,9.877277817781206,8.43997886707429,8.69014502055668
56,57,-24.043648164932787,0.0,-21.696410572024455,12,4,5,31.0871674269565,0.0,24.693694702362603,5.575586733874427,0.0,4.969275068092187
57,58,,,,0,0,0,,,,,,
58,59,,,,0,0,0,,,,,,
59,60,,,,1,0,0,,,,,,
60,61,0.016936332373614582,0.05726562424178805,0.0773885294268527,10685,2150,1913,112.1610533393351,85.88937406218496,61.91400753480692,10.59061156587924,9.267652025307433,7.868545452293386
61,62,-2.541580294741292,-4.798008590079157,-2.6568250396607316,1045,168,137,22.418768857698748,20.983955166960794,22.128937291742147,4.734846233796695,4.580824725631924,4.704140441328485
62,63,-20.20631482415321,,0.0,12,0,2,22.138999966882178,,0.0,4.705209874902732,,0.0
63,64,-157.9807245955143,-119.4136227405956,,7,2,0,27.810039287845065,15.05170284257445,,5.27352247438513,3.879652412597609,
64,65,-0.3665111556944809,-0.3022676184448454,-0.47711420578984587,5155,1174,1033,21.69249857935021,20.384203846417165,20.2737019851138,4.657520647227472,4.514886914023115,4.502632783729292
65,66,-0.7189242941525076,-0.5965633344796286,-1.1051246520554256,3238,743,561,20.88032117421085,21.245859729457052,20.305405861867136,4.569499006916496,4.6093231313780825,4.506152001638109
66,67,-5.332487827655862,,,2,0,0,7.124048806112844,,,2.6690913821210476,,
67,68,0.5816674769954613,0.5389456827942858,0.5516410534820178,34736,7042,6714,282.7989198319417,265.467172433343,262.2111151009111,16.816626291618118,16.293163364839348,16.192934110312162
68,69,-3.335812940610116,-2.9688218052750353,-2.6509359950021008,850,139,95,13.080152803529412,12.845999302570423,12.647170173634779,3.6166493890795404,3.584131596714945,3.5562860084131
69,70,-0.5233935485425045,-1.027742027063904,-0.6326221603627995,1383,272,260,22.40296380459756,19.579832567477332,25.9440176997404,4.73317692513153,4.42491045869601,5.093527039266641
70,71,-10.381418144247654,-73.24827737998733,-1.9127805746794957,52,13,5,25.078572176131726,26.765878782407807,15.472690412697483,5.007851053708738,5.173575048494784,3.933534086886433
71,72,-8.894153769400834,-17.471889628848235,-0.18299569838974494,77,19,26,25.38181714919071,26.273765158046864,30.981618113837037,5.038037033328627,5.125794100239188,5.566113375941693
72,73,-7.3241922059505615,-12.700315275813084,-6.171146381405585,118,10,9,22.625215333690665,20.22166534710011,18.100012814521644,4.756597032931281,4.496850603155514,4.2544109832645045
73,74,0.6435311668000798,0.5929801576115824,0.5709331192247448,18908,3849,3579,229.67357402197717,219.42210608023075,213.13639236294142,15.15498512114008,14.812903364304741,14.599191496892608
74,75,0.5784855301913487,0.5446628275820615,0.5336657783424144,24661,4771,4586,250.730509609249,234.59205139913558,215.69801795970946,15.834472192316642,15.31639812094004,14.686661225741862
75,76,-1.633362083261492,-2.346607685274104,-4.473482590553018,508,101,73,19.405271145664855,20.89816910351104,24.416349857771348,4.405141444456109,4.571451531353148,4.94129030292406
76,77,-8.188589084104184,,,8,1,1,22.98941917331535,,,4.794728268975766,,
77,78,-1.432218031629601,-36.95936800037715,,15,3,1,13.923096998839672,16.87083022238984,,3.7313666395624634,4.107411620764328,
78,79,0.41227330517933924,0.33794687372918775,0.26639379316495304,35240,7252,6614,1026.6600785912215,808.7622864520145,778.9628749436536,32.0415367701242,28.438746218003608,27.90990639439075
79,80,0.27883402015402825,0.2656519283230645,0.206652378680935,6319,1292,1051,171.15388124123777,143.10938282218606,108.39748529094973,13.082579303839047,11.962833394400596,10.411411301593542
80,81,,,,0,0,0,,,,,,
81,82,0.21774806511484035,0.23557623817769968,0.20249318577016295,5445,1122,1067,201.90354806170512,176.58397584254584,215.7444072023593,14.209276831060233,13.288490352276508,14.688240439288816
82,83,0.060667037276577185,0.015012391949658088,0.06492191615578569,2611,510,513,31.96620508996926,26.12746593412598,23.958053355633123,5.653866384163076,5.111503294934473,4.894696451837756
83,84,,,,0,0,0,,,,,,
84,85,-2.496400016215179,-140.84567402890525,,45,10,1,21.332701965600883,26.808832391463092,,4.618733805449377,5.177724634572902,
85,86,-6.19709228495903,,-24.639578666918098,9,1,2,20.06103089579801,,12.819789333459049,4.478954218988849,,3.580473339302926
86,87,0.16561530257010382,0.11960191930637509,0.1523103295788394,20785,4220,4267,91.90640913205287,85.40917220488083,73.0137318549103,9.586783043964898,9.241708294729975,8.544807303556372
87,88,-0.01950518985106786,-0.06221632443822123,-0.023534580794174476,9574,2002,2034,33.56691537096254,26.932830126800823,30.968318726760547,5.793696175237578,5.1896849737533035,5.564918573237217
88,89,-0.28807242698487356,-0.3513164910343525,-0.7704668572750775,2178,535,364,35.69552572262886,31.224151665959184,25.08969533292183,5.974573266989774,5.587857520191364,5.008961502439585
89,90,0.46794618972787705,0.3477935861613426,0.34235726046183157,29171,5728,5462,153.97559931127816,138.10306446701827,137.0510155889461,12.408690475278934,11.75172602076045,11.706878985833333
90,91,-14.757123115765355,-15.449852594303067,-21.287293452535923,102,19,18,26.587776955752133,25.38347278875983,25.466825028755043,5.156333673818262,5.038201344603035,5.046466588490906
91,92,-0.6088134623150518,-1.2708348770331162,-0.9784383423281251,1118,249,214,27.451320775698402,19.553889339914146,24.01339989037275,5.239400803116555,4.421977989532981,4.90034691530842
92,93,-8.254022149240717,-1.74006656327412,-9.001746969927376,26,26,32,22.53482862923888,21.92318277539959,18.15777360516387,4.747086330501993,4.682219855517208,4.261193917807997
93,94,-36.95936800037715,,,3,0,0,16.87083022238984,,,4.107411620764328,,
94,95,0.45394228337382303,0.5095666224202933,0.5399305407267534,4134,809,763,243.0165326537298,146.98393922923066,133.4090573342591,15.588987544216263,12.123693299866614,11.550283863795691
95,96,,,,0,0,0,,,,,,
96,97,-0.037489725593514045,-0.02217081272173549,-0.022840815665340353,8486,1752,1524,90.23283642892686,70.78963568740859,53.23147379038352,9.499096611200818,8.413657687795991,7.295990254268677
97,98,-5.877464890444796,-20.622157657087,-5.891971736421184,20,7,3,21.16883693278908,19.667968481082053,12.252394198082106,4.600960435907821,4.4348583383330356,3.5003420115871684
98,99,,,,0,0,0,,,,,,
99,100,0.5662907162525173,0.46546869656096235,0.5052585157983206,29366,5992,5765,120.8071844179894,98.67788229474021,109.0964550393935,10.991232161044975,9.933674158876977,10.444924846038553
100,101,-8.855889621638797,,,6,1,1,18.479793040572744,,,4.298812980413633,,
101,102,-2.8840532461962938,-7.581999327352333,-5.014781945565102,235,39,29,23.40152230257246,23.42005177281808,22.93947916883363,4.837511995083057,4.8394268020932065,4.789517634254375
102,103,,,,0,0,0,,,,,,
103,104,,,,0,0,0,,,,,,
104,105,,,,0,0,0,,,,,,
105,106,-0.37615279566863946,-0.13725738264414655,-0.6935305134021896,1352,315,229,26.1028393033418,29.87337328349653,18.476975503242944,5.109093784942864,5.465653966681072,4.298485256836755
106,107,0.5252006207807697,0.4631493841166525,0.47060781288728815,34063,6810,6430,352.8908660499875,296.5586609069536,286.3018781320949,18.78538969651648,17.22087863341919,16.920457385428293
107,108,-1.1376906680853351,,,3,0,0,13.617881292988061,,,3.690241359719993,,
108,109,,,,0,0,0,,,,,,
109,110,,,,0,0,0,,,,,,
110,111,,,,0,0,0,,,,,,
111,112,0.36648462558212047,0.34912808481771396,0.2837322151048993,8921,1817,1596,385.28077028910644,275.43701968663754,220.02058916174374,19.628570255856804,16.596295360309707,14.833091018454102
112,113,0.5444560889671965,0.4579679864868428,0.4387998621846757,28325,5623,5199,135.93908924469176,117.83284825863146,117.96881447964486,11.659291970128022,10.855083982108635,10.86134496642312
113,114,0.4623653862403474,0.3827652223870125,0.3138172502229136,24566,4925,4434,170.22296947384322,132.7507769914852,131.01743258052488,13.046952497569814,11.521752340312007,11.446284662742094
114,115,-17.322175727625858,,,23,0,0,22.793166089697134,,,4.774218898385068,,
115,116,0.22701207600419693,0.1769359667848167,0.1631346094206514,10177,2109,1868,50.98687194002376,49.66222019273404,41.036536188512095,7.140509221338752,7.047142697060564,6.405976599123048
116,117,0.0,,,2,0,0,0.0,,,0.0,,
117,118,,,,0,0,0,,,,,,
118,119,-1.378000206902342,-1.4320928945945526,-7.535711871565889,383,57,40,18.271956116909273,15.647090720610645,21.799274526493328,4.274570869328204,3.9556403679569563,4.668969321648336
119,120,-8.784270593994886,,,2,0,1,4.892135296997443,,,2.211817193394934,,
120,121,-0.05729524534874075,-0.08063969689312578,-0.42472341576550265,630,104,92,22.319131757571924,18.939923012560364,14.856264775770411,4.7243128344312595,4.35200218434692,3.8543825414416784
121,122,-10.173686343220213,,,122,1,1,21.071921306814502,,,4.590416245485207,,
122,123,-1.920567249452529,-126.26958505582384,-16.686799896783658,49,3,5,22.2156642074481,18.854753341603534,19.243238287700617,4.713349574076603,4.342206045503084,4.386711557385625
123,124,-58.32694922852615,-26.38555721193853,-126.26958505582384,35,7,3,30.580188407007068,25.868572993201408,18.854753341603534,5.529935660295432,5.08611570780703,4.342206045503084
124,125,0.10256913841288218,0.07079889060047218,0.07306166635861644,13729,2653,2561,50.029578320418466,40.63140418518866,43.141373288685315,7.073159005735589,6.374276757812502,6.56820929087109
125,126,-3.805083489733626,,0.047219549994640175,14,0,4,15.20675839097916,,9.423594138334263,3.8995843869544817,,3.0697873115794625
126,127,-2.888416395328585,-1.3328943558497701,-4.160062251189062,995,211,173,21.918417095625674,20.768509869890497,21.278588974550004,4.681710915426717,4.557248058849825,4.612872096053608
127,128,,,,1,0,0,,,,,,
128,129,0.6393235313831198,0.6054646547769105,0.5923676964649566,7635,1542,1401,170.04322476934678,162.0222255952966,154.87856052612315,13.040062299289325,12.728795135255206,12.445021515695469
129,130,-0.3816495289317128,-0.4966383290989347,-1.3231882809508226,915,185,195,20.653834009243226,21.311576688695236,19.973909579680097,4.544648942354429,4.616446326850908,4.46921800538753
130,131,-12.983374873998697,-21.28729345253592,-119.41362274059559,53,9,6,27.644208930293445,23.968776497651803,25.08617140429075,5.257776044136289,4.895791713058451,5.008609727687989
