,n_estimators,max_depth,max_samples,ccp_alpha,training_accuracy,validation_accuracy,testing_accuracy
0,150,8,1.0,1.0,-0.00166323870024776,-3.0155172945356412e-06,-1.4292579198382782e-05
0,150,12,0.5,0.01,0.37348224548341535,0.3770219408315222,0.38074323257904685
0,150,12,0.5,0.1,0.3625658446985127,0.37072373588981766,0.37480919685325376
0,150,12,0.5,1.0,0.2915377681932855,0.3065063009623714,0.30330007278154203
0,150,12,0.75,0.01,0.37202887152172615,0.376003618093098,0.37989688862720516
0,150,12,0.75,0.1,0.3605496953580706,0.36944417566591814,0.37339857774363205
0,150,12,0.75,1.0,0.290868890293728,0.30594640573243626,0.3023888236229939
0,150,12,1.0,0.01,-0.004973962534235321,-0.01449074239690673,-0.015574608560905201
0,150,12,1.0,0.1,-0.0024572233630095752,-5.821488997770352e-05,-3.333304429431472e-05
0,150,12,1.0,1.0,-0.04885935809576991,-0.0788525691057318,-0.08319859374298444
0,150,16,0.5,0.01,0.4439926046645589,0.4398734702268615,0.44156960702077064
0,150,16,0.5,0.1,0.4253384545264286,0.42979526288581815,0.432135554476096
0,150,16,0.5,1.0,0.32493192146173255,0.33896599034463937,0.33324981197264236
0,150,16,0.75,0.01,0.4439122869873803,0.44144976060496266,0.4435806528630537
0,150,16,0.75,0.1,0.4241038524815324,0.42929665703345343,0.43152433571861315
0,150,16,0.75,1.0,0.32507650241941943,0.33909281836146865,0.33321333892771376
0,150,16,1.0,0.01,-0.0035385293631562398,-0.011796016453837321,-0.012722596895720084
0,150,16,1.0,0.1,-0.00702568457410524,-0.0019478791307590004,-0.001849834190827293
0,150,16,1.0,1.0,-0.004448206002020116,-0.0006698947982295422,-0.0005949495763786228
