,id,Train_count,Val_count,Test_count,Train_r2,Val_r2,Test_r2
0,42,14564,2967,2679,0.6252611945588831,0.6346094861447844,0.6518199561823669
0,43,22056,4624,4421,0.3272645055273491,0.30341415165000185,0.30589070065825885
0,44,0,0,0,0.0,0.0,0.0
0,45,4581,955,811,0.1758524434002008,0.15653050474467767,0.16326365130412324
0,46,0,0,0,0.0,0.0,0.0
0,47,0,0,0,0.0,0.0,0.0
0,48,38095,7752,7251,0.22367297459809699,0.236923080906129,0.24690464382987143
0,49,9608,2024,1705,0.17467335117106852,0.1712880508383816,0.16606600152966666
0,50,22920,4710,4299,0.28377811746352144,0.31371912003236346,0.33769654734602017
0,51,0,0,0,0.0,0.0,0.0
0,52,1751,367,308,0.2388228208734492,0.17052369826525948,0.13117313663532626
0,53,407,58,69,0.04628817339790614,0.08507133455049765,-0.2880116986666461
0,54,409,75,75,0.21036061627323388,0.09553726060322831,-0.3381787509819476
0,55,0,0,0,0.0,0.0,0.0
0,56,2161,403,391,0.39301837999987965,0.39610840704090444,0.4684242703961474
0,57,0,0,0,0.0,0.0,0.0
0,58,0,0,0,0.0,0.0,0.0
0,59,0,0,0,0.0,0.0,0.0
0,60,0,0,0,0.0,0.0,0.0
0,61,10685,2150,1913,0.2299859034621763,0.2335987011950904,0.21126272662513446
0,62,1045,168,137,0.1034292515866414,0.029205251310707725,0.12884615029696478
0,63,0,0,0,0.0,0.0,0.0
0,64,0,0,0,0.0,0.0,0.0
0,65,5155,1174,1033,0.14283270141179205,0.09802385352747323,0.138857301441911
0,66,3238,743,561,0.1351175172255159,0.07540875490336796,0.13056168371658516
0,67,0,0,0,0.0,0.0,0.0
0,68,0,0,0,0.0,0.0,0.0
0,69,850,139,95,0.0003020732409420024,-0.022246130704283384,0.017934713027513483
0,70,1383,272,260,0.052751580515008945,0.06544790070311357,-0.03668643117116721
0,71,0,0,0,0.0,0.0,0.0
0,72,0,0,0,0.0,0.0,0.0
0,73,118,10,9,0.06687552899217053,-0.12551570417765134,-0.09760450178415403
0,74,18908,3849,3579,0.4556534518443742,-0.006508467896383374,-0.16483114825567236
0,75,24661,4771,4586,0.5304519158039117,0.5547549124166357,0.5545124006170048
0,76,508,101,73,0.15957465875861687,-0.054343187842177176,-0.08486876985048974
0,77,0,0,0,0.0,0.0,0.0
0,78,0,0,0,0.0,0.0,0.0
0,79,35240,7252,6614,0.1858521264689148,0.20694391150862712,0.2034210143018087
0,80,6319,1292,1051,0.239157157421515,0.24522260923644457,0.2571712135152663
0,81,0,0,0,0.0,0.0,0.0
0,82,5445,1122,1067,0.5382835303675526,0.5333561588593378,0.5205940059783059
0,83,2611,510,513,0.2405364352706003,0.17330218294156086,0.2703779144141706
0,84,0,0,0,0.0,0.0,0.0
0,85,0,0,0,0.0,0.0,0.0
0,86,0,0,0,0.0,0.0,0.0
0,87,20785,4220,4267,0.09578889425364723,0.08775219541557322,0.10030845578098135
0,88,9574,2002,2034,0.08153472868440037,0.06573069815410104,0.0657997102674952
0,89,2178,535,364,0.18395654733257294,0.14970175315695433,0.1377072449163832
0,90,29171,5728,5462,0.20062643424955273,0.20072471961190153,0.20722746058804697
0,91,0,0,0,0.0,0.0,0.0
0,92,1118,249,214,0.03076859028423895,-0.012747532652568783,0.03974185721358647
0,93,0,0,0,0.0,0.0,0.0
0,94,0,0,0,0.0,0.0,0.0
0,95,4134,809,763,0.5012797859138183,0.509251010092881,0.5399834084365764
0,96,0,0,0,0.0,0.0,0.0
0,97,8486,1752,1524,0.29652432271155016,0.2576946434667038,0.3327538811364479
0,98,0,0,0,0.0,0.0,0.0
0,99,0,0,0,0.0,0.0,0.0
0,100,29366,5992,5765,0.2654444901591966,0.27107321017613706,0.2619297954654308
0,101,0,0,0,0.0,0.0,0.0
0,102,235,39,29,0.10976641254871189,-0.12953689221802334,-0.06944082252444628
0,103,0,0,0,0.0,0.0,0.0
0,104,0,0,0,0.0,0.0,0.0
0,105,0,0,0,0.0,0.0,0.0
0,106,1352,315,229,0.16044909584457345,0.04962095679307965,0.1580993034328222
0,107,34063,6810,6430,0.3227227460879788,0.3535342958740145,0.35058600419333896
0,108,0,0,0,0.0,0.0,0.0
0,109,0,0,0,0.0,0.0,0.0
0,110,0,0,0,0.0,0.0,0.0
0,111,0,0,0,0.0,0.0,0.0
0,112,8921,1817,1596,0.36214109521258775,0.3713924952905985,0.3335183999889192
0,113,28325,5623,5199,0.2679621602778368,0.27252570991904346,0.2740106414080259
0,114,24566,4925,4434,0.22639779881738675,0.24126962833248722,0.2307997387224161
0,115,0,0,0,0.0,0.0,0.0
0,116,10177,2109,1868,0.18186769946413084,0.168219632769406,0.15944532823219837
0,117,0,0,0,0.0,0.0,0.0
0,118,0,0,0,0.0,0.0,0.0
0,119,383,57,40,0.07552796666874662,-0.06664517297575956,-0.3240436180072277
0,120,0,0,0,0.0,0.0,0.0
0,121,630,104,92,0.09873355586039712,0.05874507055065792,0.09023243927754832
0,122,122,1,1,0.10100640646613768,0.0,0.0
0,123,0,0,0,0.0,0.0,0.0
0,124,0,0,0,0.0,0.0,0.0
0,125,13729,2653,2561,0.14636565043719663,0.1511739232600311,0.15782992846616406
0,126,0,0,0,0.0,0.0,0.0
0,127,995,211,173,0.047351763008986913,-0.09059113237271976,0.034628313226475194
0,128,0,0,0,0.0,0.0,0.0
0,129,7635,1542,1401,0.585229000252462,0.5523310044109544,0.5479287991600283
0,130,915,185,195,0.14489742684608686,-0.0022340340382194235,0.011161109259922752
0,131,0,0,0,0.0,0.0,0.0
0,132,19597,4920,4311,0.2753556580836205,0.2554477277739381,0.2752146600557205
0,133,204,56,45,0.014386980335761579,0.0239789655328585,-0.037982761090478157
0,134,974,170,187,0.20381617165746913,0.15125582931156856,0.014053686431887757
0,135,862,152,123,0.1649361507246575,0.14834587184572945,0.1086482897894766
0,136,0,0,0,0.0,0.0,0.0
0,137,27085,5414,5003,0.24840972540844475,0.2676977681866979,0.2911075026970762
0,138,26495,5915,5629,0.23715929118670043,0.22150927503604534,0.22987045564308306
0,139,0,0,0,0.0,0.0,0.0
0,140,29052,5730,5383,0.4085230671303983,0.33637360412944994,0.3290192552960114
0,141,30758,6152,5853,0.29098406070168903,0.31002622571073835,0.3336870464264716
0,142,32741,6653,6265,0.2986151010572696,0.30963997741785754,0.3327918977760237
0,143,22043,4367,3979,0.40468631834162383,0.42656745422549436,0.45158936604493694
0,144,23550,4815,4435,0.18169956123662767,0.18223447966505013,0.18583120894329008
0,145,8819,1743,1581,0.37585365322361675,0.381225875471746,0.4067887971154448
0,146,2622,564,570,0.2222025352987067,0.26182099005482673,0.16674410848703236
0,147,0,0,0,0.0,0.0,0.0
0,148,23716,4996,4408,0.15983887756924342,0.17742124364891043,0.16678024283172233
0,149,0,0,0,0.0,0.0,0.0
0,150,246,36,37,0.03368672084896618,0.059936247408360455,-0.2561228382131526
0,151,16983,3418,3252,0.3720825679987052,0.3797122266339399,0.4229199486346741
0,152,6177,1243,1119,0.2646984025242438,0.23925502486110495,0.2196497437344429
0,153,0,0,0,0.0,0.0,0.0
0,154,0,0,0,0.0,0.0,0.0
0,155,0,0,0,0.0,0.0,0.0
0,156,0,0,0,0.0,0.0,0.0
0,157,1310,260,260,0.23296628720949442,0.21791860430190313,0.09061102819322864
0,158,24287,5079,4702,0.1659911580369804,0.15373851420986606,0.14035665973208578
0,159,734,98,77,0.02878379836964129,-0.05103914073952032,-0.29634486921396497
0,160,562,109,107,0.19581301930372563,0.20467154549603028,-0.023435644684914436
0,161,0,0,0,0.0,0.0,0.0
0,162,0,0,0,0.0,0.0,0.0
0,163,0,0,0,0.0,0.0,0.0
0,164,34311,6977,6659,0.2977797300932784,0.3065396824442461,0.31020831897492884
0,165,0,0,0,0.0,0.0,0.0
0,166,18471,3777,3289,0.45212790250146007,0.4155492363272987,0.3874821381416207
0,167,0,0,0,0.0,0.0,0.0
0,168,2648,436,349,0.15218497850950385,0.19361492009360026,0.1525032517476097
0,169,0,0,0,0.0,0.0,0.0
0,170,0,0,0,0.0,0.0,0.0
0,171,232,25,25,0.03595532067508855,0.0019034508488527946,-1.2653788270987216
0,172,0,0,0,0.0,0.0,0.0
0,173,2246,428,396,0.24848931086271908,0.26996165542060846,0.27053296547393935
0,174,0,0,0,0.0,0.0,0.0
0,175,0,0,0,0.0,0.0,0.0
0,176,0,0,0,0.0,0.0,0.0
0,177,377,45,33,0.06466222864866455,-0.2707663940013534,-0.32699103267313157
0,178,0,0,0,0.0,0.0,0.0
0,179,4660,894,765,0.5151591488366822,0.5307852583753953,0.5358793488927012
0,180,0,0,0,0.0,0.0,0.0
0,181,14406,3026,2666,0.5213953739758064,0.49428361266840626,0.5580483595372365
0,182,0,0,0,0.0,0.0,0.0
0,183,0,0,0,0.0,0.0,0.0
0,184,0,0,0,0.0,0.0,0.0
0,185,0,0,0,0.0,0.0,0.0
0,186,0,0,0,0.0,0.0,0.0
0,187,0,0,0,0.0,0.0,0.0
0,188,2626,519,398,0.1840024107171635,0.21266438041180635,0.12912834040011067
0,189,4064,848,683,0.221076491666776,0.21823018237297254,0.22735299507507667
0,190,172,55,46,0.15807559984037434,-0.07225967582995407,0.0654014011435069
0,191,0,0,0,0.0,0.0,0.0
0,192,0,0,0,0.0,0.0,0.0
0,193,2148,415,405,0.19625143756490104,0.1699773775330028,0.1561073196353313
0,194,150,99,13,0.19791057016436508,-0.23234950775009566,-14.26675371190314
0,195,1513,357,293,0.05246614222724033,0.018209037439320896,-0.03357537207427197
0,196,1202,248,262,0.12749831786533306,0.15607897884466893,0.13096743540050193
0,197,770,149,136,0.2497411870439109,0.18702477812102747,-0.010915855950302866
0,198,1286,271,209,0.2050585242702453,0.23022614359904847,0.29399049886025364
0,199,0,0,0,0.0,0.0,0.0
0,200,0,0,0,0.0,0.0,0.0
0,201,0,0,0,0.0,0.0,0.0
0,202,0,0,0,0.0,0.0,0.0
0,203,0,0,0,0.0,0.0,0.0
0,204,0,0,0,0.0,0.0,0.0
0,205,358,84,75,0.14310312620686616,-0.1098919463967083,0.014632350556547769
0,206,0,0,0,0.0,0.0,0.0
0,207,138,29,23,0.02327672013208515,-0.12685518291698816,-0.9878739758786335
0,208,0,0,0,0.0,0.0,0.0
0,209,3982,776,725,0.12283406077418868,0.1135071421546302,0.12731376002862627
0,210,522,102,94,0.12860853284324525,0.14554912602169479,0.05530149004302232
0,211,20987,4275,3932,0.2112571417894199,0.21178670063273186,0.21977273220787386
0,212,0,0,0,0.0,0.0,0.0
0,213,0,0,0,0.0,0.0,0.0
0,214,0,0,0,0.0,0.0,0.0
0,215,502,107,98,0.1576265114247477,0.12163625205500261,-0.10784474721408377
0,216,1385,291,271,0.08240429796787452,0.04819169132700374,0.03335183135699715
0,217,493,76,88,0.11177580927300546,-0.010517587005396845,-0.014853195565112776
0,218,161,52,52,0.019056867620097173,-0.363491062813162,-0.3062704040381712
0,219,396,84,89,0.029763853048931144,-0.06659679239864902,-0.15569379367413694
0,220,112,28,13,0.09919282419503439,-0.978357339608553,-0.10707981863496352
0,221,0,0,0,0.0,0.0,0.0
0,222,0,0,0,0.0,0.0,0.0
0,223,6854,1350,1236,0.5592780834027989,0.5588857341419395,0.5693254841047866
0,224,10709,2062,1782,0.12741250345739263,0.13190240200344738,0.11964806490386637
0,225,6563,1242,1047,0.10263674138412704,0.12226400550297778,0.11438912596965611
0,226,9468,1878,1659,0.32115394371633754,0.35615074021248627,0.379402868398223
0,227,195,60,46,0.002642732874889253,-0.17077549856298635,-0.08650802570440641
0,228,1385,337,244,0.2438568299874736,0.2078616815561095,0.2847945517920618
0,229,28105,5616,5296,0.24428546838583853,0.2543853964227284,0.26928589883441545
0,230,38016,7693,7462,0.21186421881161388,0.2171816635311603,0.2364610784134784
0,231,33170,6623,6393,0.23397071201535513,0.2335278956104273,0.24666663469194372
0,232,11223,2236,1939,0.21336324729571066,0.23609589032624922,0.23605557975694624
0,233,27240,5471,5283,0.18343734583815285,0.18425961685695635,0.20185420859697867
0,234,36795,7352,7062,0.18058597234406637,0.21224659881832608,0.2181397774116044
0,235,0,0,0,0.0,0.0,0.0
0,236,0,0,0,0.0,0.0,0.0
0,237,0,0,0,0.0,0.0,0.0
0,238,0,0,0,0.0,0.0,0.0
0,239,0,0,0,0.0,0.0,0.0
0,240,0,0,0,0.0,0.0,0.0
0,241,0,0,0,0.0,0.0,0.0
0,242,0,0,0,0.0,0.0,0.0
0,243,5161,1162,969,0.25932066919006147,0.17957648045282026,0.244696640162968
0,244,12962,2706,2482,0.2425431936874234,0.19456565471966936,0.24717607400983965
0,245,0,0,0,0.0,0.0,0.0
0,246,30246,6315,5944,0.2616475046268525,0.33273850097107693,0.28725793051072235
0,247,1245,267,241,0.16359823297375298,0.09509267294605017,0.1756025938335367
0,248,0,0,0,0.0,0.0,0.0
0,249,28513,5765,5359,0.2003992937460256,0.2049828886382289,0.20751249288997564
0,250,0,0,0,0.0,0.0,0.0
0,251,0,0,0,0.0,0.0,0.0
0,252,0,0,0,0.0,0.0,0.0
0,253,0,0,0,0.0,0.0,0.0
0,254,0,0,0,0.0,0.0,0.0
0,255,11052,2326,2033,0.17975642424755167,0.1950740795301723,0.18036258959779494
0,256,9447,1996,1625,0.2961336034236285,0.31522541377642,0.29512985695698746
0,257,745,175,155,0.23532245353377756,0.23328159808512272,0.12288285295892931
0,258,316,70,64,0.034299281475848264,-0.0974766648823413,-0.14610869460868736
0,259,0,0,0,0.0,0.0,0.0
0,260,5949,1206,1094,0.22900603675483555,0.2287698638861504,0.2443102888521541
0,261,11092,2297,2221,0.1553348115979809,0.14585756056393495,0.13703800592139959
0,262,21786,4421,4125,0.43126478160098514,0.4032437021372086,0.3814940929780859
0,263,0,0,0,0.0,0.0,0.0
